A,W,k,ER,ER1,ER2,T,T',MT
450,45,0.05,0.075,0.78596,0.095425,0.27156,0.23609,0.50765
450,45,0.05,0.1,0.79427,0.1259,0.26076,0.22632,0.48708
450,45,0.05,0.25,0.82791,0.30197,0.21739,0.18501,0.4024
450,45,0.05,0.5,0.86802,0.57602,0.16618,0.13241,0.29858
450,45,0.075,0.01,0.74256,0.013467,0.4927,0.4264,0.91911
450,45,0.075,0.02,0.75505,0.026488,0.46799,0.40527,0.87326
450,45,0.075,0.03,0.76376,0.039279,0.45082,0.39226,0.84308
450,45,0.075,0.04,0.77008,0.051942,0.4384,0.38131,0.81971
450,45,0.075,0.05,0.7754,0.064483,0.42797,0.37228,0.80025
450,45,0.075,0.075,0.78596,0.095425,0.40734,0.35414,0.76148
450,45,0.075,0.1,0.79427,0.1259,0.39115,0.33948,0.73062
450,45,0.075,0.25,0.8279,0.30197,0.32608,0.27751,0.60359
450,45,0.075,0.5,0.86802,0.57602,0.24926,0.19861,0.44788
450,45,0.1,0.01,0.74256,0.013467,0.65694,0.56854,1.2255
450,45,0.1,0.02,0.75505,0.026488,0.62399,0.54036,1.1643
450,45,0.1,0.03,0.76376,0.039279,0.60109,0.52302,1.1241
450,45,0.1,0.04,0.77008,0.051942,0.58453,0.50842,1.0929
450,45,0.1,0.05,0.7754,0.064483,0.57063,0.49637,1.067
450,45,0.1,0.075,0.78596,0.095425,0.54313,0.47218,1.0153
450,45,0.1,0.1,0.79427,0.1259,0.52153,0.45264,0.97417
450,45,0.1,0.25,0.82791,0.30197,0.43478,0.37002,0.80479
450,45,0.1,0.5,0.86802,0.57602,0.33235,0.26482,0.59717
450,45,0.2,0.01,0.74256,0.013467,1.3139,1.1371,2.451
450,45,0.2,0.02,0.75505,0.026488,1.248,1.0807,2.3287
450,45,0.2,0.03,0.76376,0.039279,1.2022,1.046,2.2482
450,45,0.2,0.04,0.77008,0.051942,1.1691,1.0168,2.1859
450,45,0.2,0.05,0.7754,0.064482,1.1412,0.99275,2.134
450,45,0.2,0.075,0.78596,0.095425,1.0863,0.94436,2.0306
450,45,0.2,0.1,0.79427,0.1259,1.0431,0.90527,1.9483
450,45,0.2,0.25,0.82791,0.30197,0.86956,0.74003,1.6096
450,45,0.2,0.5,0.86802,0.57602,0.6647,0.52963,1.1943
450,45,0.3,0.01,0.74256,0.013467,1.9708,1.7056,3.6764
450,45,0.3,0.02,0.75505,0.026488,1.872,1.6211,3.493
450,45,0.3,0.03,0.76376,0.039279,1.8033,1.569,3.3723
450,45,0.3,0.04,0.77008,0.051942,1.7536,1.5253,3.2788
450,45,0.3,0.05,0.7754,0.064483,1.7119,1.4891,3.201
450,45,0.3,0.075,0.78596,0.095425,1.6294,1.4165,3.0459
450,45,0.3,0.1,0.79427,0.1259,1.5646,1.3579,2.9225
450,45,0.3,0.25,0.82791,0.30197,1.3043,1.11,2.4144
450,45,0.3,0.5,0.86802,0.57602,0.99705,0.79445,1.7915
450,45,0.5,0.01,0.74256,0.013467,3.2847,2.8427,6.1274
450,45,0.5,0.02,0.75505,0.026488,3.1199,2.7018,5.8217
450,45,0.5,0.03,0.76376,0.039279,3.0055,2.6151,5.6206
450,45,0.5,0.04,0.77008,0.051942,2.9227,2.5421,5.4647
450,45,0.5,0.05,0.7754,0.064483,2.8532,2.4818,5.335
450,45,0.5,0.075,0.78584,0.095439,2.7171,2.3594,5.0765
450,45,0.5,0.1,0.79427,0.1259,2.6076,2.2632,4.8708
450,45,0.5,0.25,0.82791,0.30197,2.1739,1.8501,4.024
450,45,0.5,0.5,0.86802,0.57602,1.6618,1.3241,2.9858
450,50,0.01,0.01,0.72807,0.013735,0.062585,0.053206,0.11579
450,50,0.01,0.02,0.74191,0.026957,0.059278,0.050767,0.11004
450,50,0.01,0.03,0.75073,0.039961,0.057183,0.049041,0.10622
450,50,0.01,0.04,0.75754,0.052802,0.055568,0.047722,0.10329
450,50,0.01,0.05,0.7631,0.065522,0.054255,0.046586,0.10084
450,50,0.01,0.075,0.77427,0.096865,0.051623,0.044328,0.09595
450,50,0.01,0.1,0.78305,0.12771,0.049563,0.042495,0.092057
450,50,0.01,0.25,0.8185,0.30544,0.041306,0.03471,0.076016
450,50,0.01,0.5,0.86076,0.58088,0.031572,0.024731,0.056303
450,50,0.02,0.01,0.72807,0.013735,0.12517,0.10641,0.23158
450,50,0.02,0.02,0.74191,0.026957,0.11856,0.10153,0.22009
450,50,0.02,0.03,0.75073,0.039961,0.11436,0.098083,0.21245
450,50,0.02,0.04,0.75754,0.052802,0.11113,0.095445,0.20658
450,50,0.02,0.05,0.7631,0.065522,0.10851,0.093171,0.20168
450,50,0.02,0.075,0.77427,0.096865,0.10325,0.088655,0.1919
450,50,0.02,0.1,0.78305,0.12771,0.099127,0.084988,0.18411
450,50,0.02,0.25,0.8185,0.30544,0.082612,0.06942,0.15203
450,50,0.02,0.5,0.86076,0.58088,0.063145,0.049462,0.11261
450,50,0.03,0.01,0.72807,0.013735,0.18775,0.15962,0.34737
450,50,0.03,0.02,0.74191,0.026957,0.17783,0.1523,0.33013
450,50,0.03,0.03,0.75073,0.039961,0.17155,0.14712,0.31867
450,50,0.03,0.04,0.75754,0.052802,0.1667,0.14317,0.30987
450,50,0.03,0.05,0.7631,0.065522,0.16276,0.13976,0.30252
450,50,0.03,0.075,0.77427,0.096865,0.15487,0.13298,0.28785
450,50,0.03,0.1,0.78305,0.12771,0.14869,0.12748,0.27617
450,50,0.03,0.25,0.8185,0.30544,0.12392,0.10413,0.22805
450,50,0.03,0.5,0.86076,0.58088,0.094717,0.074193,0.16891
450,50,0.04,0.01,0.72807,0.013735,0.25034,0.21282,0.46316
450,50,0.04,0.02,0.74191,0.026957,0.23711,0.20307,0.44018
450,50,0.04,0.03,0.75073,0.039961,0.22873,0.19617,0.42489
450,50,0.04,0.04,0.75754,0.052802,0.22227,0.19089,0.41316
450,50,0.04,0.05,0.7631,0.065522,0.21702,0.18634,0.40336
450,50,0.04,0.075,0.77427,0.096865,0.20649,0.17731,0.3838
450,50,0.04,0.1,0.78304,0.12771,0.19826,0.16997,0.36823
450,50,0.04,0.25,0.8185,0.30544,0.16522,0.13884,0.30406
450,50,0.04,0.5,0.86076,0.58088,0.12629,0.098924,0.22521
450,50,0.05,0.01,0.72807,0.013735,0.31292,0.26603,0.57895
450,50,0.05,0.02,0.74191,0.026957,0.29639,0.25383,0.55022
450,50,0.05,0.03,0.75073,0.039961,0.28591,0.24521,0.53112
450,50,0.05,0.04,0.75754,0.052802,0.27784,0.23861,0.51645
450,50,0.05,0.05,0.7631,0.065522,0.27127,0.23293,0.5042
450,50,0.05,0.075,0.77427,0.096865,0.25811,0.22164,0.47975
450,50,0.05,0.1,0.78305,0.12771,0.24782,0.21247,0.46029
450,50,0.05,0.25,0.8185,0.30544,0.20653,0.17355,0.38008
450,50,0.05,0.5,0.86076,0.58088,0.15786,0.12365,0.28152
450,50,0.075,0.01,0.72807,0.013735,0.46939,0.39905,0.86843
450,50,0.075,0.02,0.74191,0.026957,0.44459,0.38075,0.82534
450,50,0.075,0.03,0.75073,0.039961,0.42887,0.36781,0.79668
450,50,0.075,0.04,0.75754,0.052802,0.41676,0.35792,0.77467
450,50,0.075,0.05,0.7631,0.065522,0.40691,0.34939,0.7563
450,50,0.075,0.075,0.77427,0.096865,0.38717,0.33246,0.71963
450,50,0.075,0.1,0.78304,0.12771,0.37173,0.3187,0.69043
450,50,0.075,0.25,0.8185,0.30544,0.3098,0.26032,0.57012
450,50,0.075,0.5,0.86076,0.58088,0.23679,0.18548,0.42228
450,50,0.1,0.01,0.72807,0.013735,0.62585,0.53206,1.1579
450,50,0.1,0.02,0.74191,0.026957,0.59278,0.50767,1.1004
450,50,0.1,0.03,0.75073,0.039961,0.57183,0.49041,1.0622
450,50,0.1,0.04,0.75754,0.052802,0.55567,0.47722,1.0329
450,50,0.1,0.05,0.7631,0.065522,0.54255,0.46586,1.0084
450,50,0.1,0.075,0.77427,0.096866,0.51623,0.44327,0.9595
450,50,0.1,0.1,0.78305,0.12771,0.49563,0.42494,0.92057
450,50,0.1,0.25,0.8185,0.30544,0.41306,0.3471,0.76016
450,50,0.1,0.5,0.86076,0.58088,0.31573,0.24731,0.56303
450,50,0.2,0.01,0.72807,0.013735,1.2517,1.0641,2.3158
450,50,0.2,0.02,0.74191,0.026957,1.1856,1.0153,2.2009
450,50,0.2,0.03,0.75073,0.039961,1.1436,0.98082,2.1245
450,50,0.2,0.04,0.75754,0.052802,1.1114,0.95445,2.0658
450,50,0.2,0.05,0.7631,0.065522,1.0851,0.93171,2.0168
450,50,0.2,0.075,0.77427,0.096865,1.0325,0.88655,1.919
450,50,0.2,0.1,0.78305,0.12771,0.99127,0.84987,1.8411
450,50,0.2,0.25,0.8185,0.30544,0.82612,0.6942,1.5203
450,50,0.2,0.5,0.86076,0.58088,0.63145,0.49462,1.1261
450,50,0.3,0.01,0.72807,0.013735,1.8775,1.5962,3.4737
450,50,0.3,0.02,0.74191,0.026957,1.7783,1.523,3.3013
450,50,0.3,0.03,0.75073,0.039961,1.7155,1.4712,3.1867
450,50,0.3,0.04,0.75754,0.052802,1.667,1.4317,3.0987
450,50,0.3,0.05,0.7631,0.065522,1.6276,1.3976,3.0252
450,50,0.3,0.075,0.77427,0.096865,1.5487,1.3298,2.8785
450,50,0.3,0.1,0.78305,0.12771,1.4869,1.2748,2.7617
450,50,0.3,0.25,0.8185,0.30544,1.2392,1.0413,2.2805
450,50,0.3,0.5,0.86076,0.58088,0.94717,0.74193,1.6891
450,50,0.5,0.01,0.72807,0.013735,3.1292,2.6603,5.7895
450,50,0.5,0.02,0.74191,0.026957,2.9639,2.5383,5.5022
450,50,0.5,0.03,0.75073,0.039961,2.8591,2.4521,5.3112
450,50,0.5,0.04,0.75754,0.052802,2.7784,2.3861,5.1645
450,50,0.5,0.05,0.7631,0.065522,2.7127,2.3293,5.042
450,50,0.5,0.075,0.77427,0.096866,2.5812,2.2164,4.7975
450,50,0.5,0.1,0.78305,0.12771,2.4782,2.1247,4.6029
450,50,0.5,0.25,0.8185,0.30544,2.0653,1.7355,3.8008
450,50,0.5,0.5,0.86076,0.58088,1.5786,1.2365,2.8152
450,55,0.01,0.01,0.71464,0.013993,0.059831,0.050127,0.10996
450,55,0.01,0.02,0.72922,0.027426,0.056644,0.047877,0.10452
450,55,0.01,0.03,0.73858,0.040618,0.054611,0.046297,0.10091
450,55,0.01,0.04,0.74561,0.053648,0.05309,0.045023,0.098113
450,55,0.01,0.05,0.75149,0.066535,0.05182,0.043964,0.095785
450,55,0.01,0.075,0.76315,0.098276,0.04931,0.041832,0.091142
450,55,0.01,0.1,0.77235,0.12948,0.047341,0.040102,0.087442
450,55,0.01,0.25,0.80952,0.30882,0.039444,0.032722,0.072166
450,55,0.01,0.5,0.85385,0.58558,0.030143,0.02322,0.053363
450,55,0.02,0.01,0.71464,0.013993,0.11966,0.10025,0.21992
450,55,0.02,0.02,0.72922,0.027426,0.11329,0.095755,0.20904
450,55,0.02,0.03,0.73858,0.040618,0.10922,0.092593,0.20181
450,55,0.02,0.04,0.74561,0.053647,0.10618,0.090046,0.19623
450,55,0.02,0.05,0.75149,0.066535,0.10364,0.087928,0.19157
450,55,0.02,0.075,0.76315,0.098276,0.098621,0.083663,0.18228
450,55,0.02,0.1,0.77235,0.12948,0.094681,0.080203,0.17488
450,55,0.02,0.25,0.80952,0.30882,0.078888,0.065444,0.14433
450,55,0.02,0.5,0.85385,0.58558,0.060287,0.04644,0.10673
450,55,0.03,0.01,0.71464,0.013993,0.17949,0.15038,0.32987
450,55,0.03,0.02,0.72922,0.027426,0.16993,0.14363,0.31356
450,55,0.03,0.03,0.73858,0.040618,0.16383,0.13889,0.30272
450,55,0.03,0.04,0.74561,0.053647,0.15927,0.13507,0.29434
450,55,0.03,0.05,0.75149,0.066535,0.15546,0.13189,0.28735
450,55,0.03,0.075,0.76315,0.098276,0.14793,0.1255,0.27343
450,55,0.03,0.1,0.77235,0.12948,0.14202,0.1203,0.26233
450,55,0.03,0.25,0.80952,0.30883,0.11833,0.098166,0.2165
450,55,0.03,0.5,0.85385,0.58558,0.09043,0.06966,0.16009
450,55,0.04,0.01,0.71464,0.013993,0.23932,0.20051,0.43983
450,55,0.04,0.02,0.72922,0.027426,0.22658,0.19151,0.41809
450,55,0.04,0.03,0.73858,0.040618,0.21844,0.18519,0.40363
450,55,0.04,0.04,0.74561,0.053647,0.21236,0.18009,0.39245
450,55,0.04,0.05,0.75148,0.066535,0.20728,0.17586,0.38314
450,55,0.04,0.075,0.76315,0.098276,0.19724,0.16733,0.36457
450,55,0.04,0.1,0.77235,0.12948,0.18936,0.16041,0.34977
450,55,0.04,0.25,0.80952,0.30883,0.15778,0.13089,0.28866
450,55,0.04,0.5,0.85385,0.58558,0.12057,0.092881,0.21345
450,55,0.05,0.01,0.71464,0.013993,0.29915,0.25064,0.54979
450,55,0.05,0.02,0.72922,0.027426,0.28322,0.23939,0.52261
450,55,0.05,0.03,0.73858,0.040618,0.27305,0.23148,0.50454
450,55,0.05,0.04,0.74561,0.053647,0.26545,0.22512,0.49056
450,55,0.05,0.05,0.75149,0.066535,0.2591,0.21982,0.47892
450,55,0.05,0.075,0.76315,0.098276,0.24655,0.20916,0.45571
450,55,0.05,0.1,0.77235,0.12948,0.2367,0.20051,0.43721
450,55,0.05,0.25,0.80952,0.30882,0.19722,0.16361,0.36083
450,55,0.05,0.5,0.85385,0.58558,0.15072,0.1161,0.26682
450,55,0.075,0.01,0.71464,0.013993,0.44873,0.37596,0.82469
450,55,0.075,0.02,0.72922,0.027426,0.42483,0.35908,0.78391
450,55,0.075,0.03,0.73858,0.040618,0.40958,0.34723,0.7568
450,55,0.075,0.04,0.74561,0.053647,0.39817,0.33767,0.73584
450,55,0.075,0.05,0.75149,0.066535,0.38865,0.32973,0.71839
450,55,0.075,0.075,0.76315,0.098276,0.36983,0.31374,0.68357
450,55,0.075,0.1,0.77235,0.12948,0.35505,0.30076,0.65582
450,55,0.075,0.25,0.80952,0.30882,0.29583,0.24542,0.54124
450,55,0.075,0.5,0.85385,0.58558,0.22607,0.17415,0.40022
450,55,0.1,0.01,0.71464,0.013993,0.59831,0.50127,1.0996
450,55,0.1,0.02,0.72922,0.027426,0.56644,0.47877,1.0452
450,55,0.1,0.03,0.73858,0.040618,0.54611,0.46297,1.0091
450,55,0.1,0.04,0.74561,0.053647,0.53089,0.45023,0.98113
450,55,0.1,0.05,0.75149,0.066535,0.51821,0.43964,0.95785
450,55,0.1,0.075,0.76315,0.098276,0.4931,0.41832,0.91142
450,55,0.1,0.1,0.77235,0.12948,0.47341,0.40101,0.87442
450,55,0.1,0.25,0.80952,0.30882,0.39444,0.32722,0.72166
450,55,0.1,0.5,0.85385,0.58558,0.30143,0.2322,0.53363
450,55,0.2,0.01,0.71464,0.013993,1.1966,1.0025,2.1992
450,55,0.2,0.02,0.72922,0.027426,1.1329,0.95755,2.0904
450,55,0.2,0.03,0.73858,0.040618,1.0922,0.92593,2.0181
450,55,0.2,0.04,0.74561,0.053647,1.0618,0.90046,1.9623
450,55,0.2,0.05,0.75149,0.066535,1.0364,0.87928,1.9157
450,55,0.2,0.075,0.76315,0.098276,0.98621,0.83663,1.8228
450,55,0.2,0.1,0.77235,0.12948,0.94681,0.80203,1.7488
450,55,0.2,0.25,0.80952,0.30882,0.78887,0.65444,1.4433
450,55,0.2,0.5,0.85385,0.58558,0.60287,0.4644,1.0673
450,55,0.3,0.01,0.71464,0.013993,1.7949,1.5038,3.2987
450,55,0.3,0.02,0.72922,0.027426,1.6993,1.4363,3.1356
450,55,0.3,0.03,0.73858,0.040618,1.6383,1.3889,3.0272
450,55,0.3,0.04,0.74561,0.053647,1.5927,1.3507,2.9434
450,55,0.3,0.05,0.75149,0.066535,1.5546,1.3189,2.8735
450,55,0.3,0.075,0.76315,0.098276,1.4793,1.255,2.7343
450,55,0.3,0.1,0.77235,0.12948,1.4202,1.203,2.6233
450,55,0.3,0.25,0.80952,0.30882,1.1833,0.98166,2.165
450,55,0.3,0.5,0.85385,0.58558,0.9043,0.6966,1.6009
450,55,0.5,0.01,0.71464,0.013993,2.9915,2.5064,5.4979
450,55,0.5,0.02,0.72922,0.027426,2.8322,2.3939,5.2261
450,55,0.5,0.03,0.73858,0.040618,2.7305,2.3148,5.0454
450,55,0.5,0.04,0.74561,0.053647,2.6545,2.2512,4.9056
450,55,0.5,0.05,0.75149,0.066535,2.591,2.1982,4.7892
450,55,0.5,0.075,0.76315,0.098276,2.4655,2.0916,4.5571
450,55,0.5,0.1,0.77235,0.12948,2.367,2.0051,4.3721
450,55,0.5,0.25,0.80952,0.30882,1.9722,1.6361,3.6083
450,55,0.5,0.5,0.85385,0.58558,1.5072,1.161,2.6682
450,60,0.01,0.01,0.7023,0.014239,0.057333,0.047564,0.1049
450,60,0.01,0.02,0.71688,0.027899,0.054395,0.045292,0.099686
450,60,0.01,0.03,0.72676,0.041279,0.052416,0.043832,0.096248
450,60,0.01,0.04,0.73421,0.05448,0.050929,0.042659,0.093588
450,60,0.01,0.05,0.74036,0.067535,0.049707,0.041664,0.091372
450,60,0.01,0.075,0.75253,0.099664,0.047296,0.039644,0.08694
450,60,0.01,0.1,0.76211,0.13121,0.045406,0.038001,0.083408
450,60,0.01,0.25,0.80096,0.31212,0.037815,0.030993,0.068809
450,60,0.01,0.5,0.84724,0.59015,0.028897,0.021899,0.050796
450,60,0.02,0.01,0.7023,0.014239,0.11467,0.095128,0.20979
450,60,0.02,0.02,0.71688,0.027899,0.10879,0.090583,0.19937
450,60,0.02,0.03,0.72676,0.041279,0.10483,0.087664,0.1925
450,60,0.02,0.04,0.73421,0.05448,0.10186,0.085319,0.18718
450,60,0.02,0.05,0.74036,0.067535,0.099414,0.083329,0.18274
450,60,0.02,0.075,0.75253,0.099664,0.094592,0.079288,0.17388
450,60,0.02,0.1,0.76211,0.13121,0.090813,0.076003,0.16682
450,60,0.02,0.25,0.80096,0.31212,0.07563,0.061987,0.13762
450,60,0.02,0.5,0.84724,0.59015,0.057793,0.043799,0.10159
450,60,0.03,0.01,0.7023,0.014239,0.172,0.14269,0.31469
450,60,0.03,0.02,0.71688,0.027899,0.16318,0.13587,0.29906
450,60,0.03,0.03,0.72676,0.041279,0.15725,0.1315,0.28874
450,60,0.03,0.04,0.73421,0.05448,0.15279,0.12798,0.28076
450,60,0.03,0.05,0.74036,0.067535,0.14912,0.12499,0.27411
450,60,0.03,0.075,0.75253,0.099664,0.14189,0.11893,0.26082
450,60,0.03,0.1,0.76211,0.13121,0.13622,0.114,0.25022
450,60,0.03,0.25,0.80096,0.31212,0.11345,0.09298,0.20643
450,60,0.03,0.5,0.84724,0.59015,0.08669,0.065698,0.15239
450,60,0.04,0.01,0.7023,0.014239,0.22933,0.19026,0.41959
450,60,0.04,0.02,0.71688,0.027899,0.21758,0.18117,0.39874
450,60,0.04,0.03,0.72676,0.041279,0.20966,0.17533,0.38499
450,60,0.04,0.04,0.73421,0.05448,0.20372,0.17064,0.37435
450,60,0.04,0.05,0.74036,0.067535,0.19883,0.16666,0.36549
450,60,0.04,0.075,0.75253,0.099664,0.18918,0.15858,0.34776
450,60,0.04,0.1,0.76211,0.13121,0.18163,0.15201,0.33363
450,60,0.04,0.25,0.80096,0.31212,0.15126,0.12397,0.27523
450,60,0.04,0.5,0.84724,0.59015,0.11559,0.087598,0.20318
450,60,0.05,0.01,0.7023,0.014239,0.28666,0.23782,0.52448
450,60,0.05,0.02,0.71688,0.027899,0.27197,0.22646,0.49843
450,60,0.05,0.03,0.72676,0.041279,0.26208,0.21916,0.48124
450,60,0.05,0.04,0.73421,0.05448,0.25464,0.2133,0.46794
450,60,0.05,0.05,0.74036,0.067535,0.24854,0.20832,0.45686
450,60,0.05,0.075,0.75253,0.099664,0.23648,0.19822,0.4347
450,60,0.05,0.1,0.76211,0.13121,0.22703,0.19001,0.41704
450,60,0.05,0.25,0.80096,0.31212,0.18908,0.15497,0.34404
450,60,0.05,0.5,0.84724,0.59015,0.14448,0.1095,0.25398
450,60,0.075,0.01,0.7023,0.014239,0.43,0.35673,0.78672
450,60,0.075,0.02,0.71688,0.027899,0.40796,0.33969,0.74765
450,60,0.075,0.03,0.72676,0.041279,0.39312,0.32874,0.72186
450,60,0.075,0.04,0.73421,0.05448,0.38197,0.31994,0.70191
450,60,0.075,0.05,0.74036,0.067535,0.3728,0.31248,0.68529
450,60,0.075,0.075,0.75253,0.099664,0.35472,0.29733,0.65205
450,60,0.075,0.1,0.76211,0.13121,0.34055,0.28501,0.62556
450,60,0.075,0.25,0.80096,0.31212,0.28361,0.23245,0.51606
450,60,0.075,0.5,0.84724,0.59015,0.21673,0.16425,0.38097
450,60,0.1,0.01,0.7023,0.014239,0.57333,0.47564,1.049
450,60,0.1,0.02,0.71688,0.027899,0.54395,0.45292,0.99686
450,60,0.1,0.03,0.72676,0.041279,0.52416,0.43832,0.96248
450,60,0.1,0.04,0.73421,0.05448,0.50929,0.42659,0.93588
450,60,0.1,0.05,0.74036,0.067535,0.49707,0.41664,0.91372
450,60,0.1,0.075,0.75253,0.099664,0.47296,0.39644,0.8694
450,60,0.1,0.1,0.76211,0.13121,0.45406,0.38001,0.83408
450,60,0.1,0.25,0.80096,0.31212,0.37816,0.30993,0.68809
450,60,0.1,0.5,0.84724,0.59015,0.28897,0.21899,0.50796
450,60,0.2,0.01,0.7023,0.014239,1.1467,0.95127,2.0979
450,60,0.2,0.02,0.71688,0.027899,1.0879,0.90583,1.9937
450,60,0.2,0.03,0.72676,0.041279,1.0483,0.87663,1.925
450,60,0.2,0.04,0.73421,0.05448,1.0186,0.85319,1.8718
450,60,0.2,0.05,0.74036,0.067535,0.99415,0.83329,1.8274
450,60,0.2,0.075,0.75253,0.099664,0.94592,0.79288,1.7388
450,60,0.2,0.1,0.76211,0.13121,0.90813,0.76003,1.6682
450,60,0.2,0.25,0.80096,0.31212,0.7563,0.61987,1.3762
450,60,0.2,0.5,0.84724,0.59015,0.57793,0.43799,1.0159
450,60,0.3,0.01,0.7023,0.014239,1.72,1.4269,3.1469
450,60,0.3,0.02,0.71688,0.027899,1.6318,1.3587,2.9906
450,60,0.3,0.03,0.72676,0.041279,1.5725,1.315,2.8874
450,60,0.3,0.04,0.73421,0.05448,1.5279,1.2798,2.8076
450,60,0.3,0.05,0.74036,0.067535,1.4912,1.2499,2.7411
450,60,0.3,0.075,0.75253,0.099664,1.4189,1.1893,2.6082
450,60,0.3,0.1,0.76211,0.13121,1.3622,1.14,2.5022
450,60,0.3,0.25,0.80096,0.31212,1.1345,0.9298,2.0643
450,60,0.3,0.5,0.84724,0.59015,0.8669,0.65698,1.5239
450,60,0.5,0.01,0.7023,0.014239,2.8666,2.3782,5.2448
450,60,0.5,0.02,0.71688,0.027899,2.7197,2.2646,4.9843
450,60,0.5,0.03,0.72676,0.041279,2.6208,2.1916,4.8124
450,60,0.5,0.04,0.73421,0.05448,2.5464,2.133,4.6794
450,60,0.5,0.05,0.74036,0.067535,2.4854,2.0832,4.5686
450,60,0.5,0.075,0.75253,0.099664,2.3648,1.9822,4.347
450,60,0.5,0.1,0.76211,0.13121,2.2703,1.9001,4.1704
450,60,0.5,0.25,0.80096,0.31212,1.8908,1.5497,3.4404
450,60,0.5,0.5,0.84724,0.59015,1.4448,1.095,2.5398
500,10,0.01,0.01,0.72963,0.013706,0.34562,0.26781,0.61343
500,10,0.01,0.02,0.77251,0.02589,0.28909,0.2284,0.51749
500,10,0.01,0.03,0.79982,0.037509,0.25359,0.20452,0.4581
500,10,0.01,0.04,0.81915,0.048831,0.22864,0.1876,0.41624
500,10,0.01,0.05,0.89293,0.055995,0.13459,0.11227,0.24686
500,10,0.01,0.075,0.90474,0.082897,0.11967,0.11479,0.23446
500,10,0.01,0.1,0.90844,0.11008,0.115,0.11013,0.22513
500,10,0.01,0.25,0.92343,0.27073,0.096108,0.091016,0.18712
500,10,0.01,0.5,0.94136,0.53115,0.07356,0.067745,0.1413
500,10,0.02,0.01,0.72963,0.013706,0.69125,0.53562,1.2269
500,10,0.02,0.02,0.77251,0.02589,0.57818,0.4568,1.035
500,10,0.02,0.03,0.79982,0.037509,0.50717,0.40904,0.91621
500,10,0.02,0.04,0.81915,0.048831,0.45728,0.37521,0.83248
500,10,0.02,0.05,0.89293,0.055995,0.26918,0.22454,0.49372
500,10,0.02,0.075,0.90474,0.082897,0.23935,0.22958,0.46893
500,10,0.02,0.1,0.90844,0.11008,0.23001,0.22025,0.45026
500,10,0.02,0.25,0.92344,0.27073,0.19222,0.18203,0.37425
500,10,0.02,0.5,0.94136,0.53115,0.14712,0.13549,0.28261
500,10,0.03,0.01,0.72963,0.013706,1.0369,0.80343,1.8403
500,10,0.03,0.02,0.77251,0.02589,0.86727,0.6852,1.5525
500,10,0.03,0.03,0.79982,0.037509,0.76076,0.61355,1.3743
500,10,0.03,0.04,0.81915,0.048831,0.68592,0.56281,1.2487
500,10,0.03,0.05,0.89293,0.055995,0.40378,0.33681,0.74059
500,10,0.03,0.075,0.90474,0.082897,0.35903,0.34437,0.70339
500,10,0.03,0.1,0.90844,0.11008,0.34501,0.33037,0.67539
500,10,0.03,0.25,0.92344,0.27073,0.28832,0.27305,0.56137
500,10,0.03,0.5,0.94136,0.53115,0.22068,0.20324,0.42391
500,10,0.04,0.01,0.72963,0.013706,1.3825,1.0712,2.4537
500,10,0.04,0.02,0.77251,0.02589,1.1564,0.9136,2.07
500,10,0.04,0.03,0.79982,0.037509,1.0143,0.81807,1.8324
500,10,0.04,0.04,0.81915,0.048831,0.91456,0.75041,1.665
500,10,0.04,0.05,0.89293,0.055995,0.53837,0.44908,0.98745
500,10,0.04,0.075,0.90474,0.082897,0.4787,0.45916,0.93786
500,10,0.04,0.1,0.90844,0.11008,0.46002,0.4405,0.90052
500,10,0.04,0.25,0.92344,0.27073,0.38443,0.36407,0.7485
500,10,0.04,0.5,0.94136,0.53115,0.29424,0.27098,0.56522
500,10,0.05,0.01,0.72963,0.013706,1.7281,1.339,3.0672
500,10,0.05,0.02,0.77251,0.02589,1.4455,1.142,2.5875
500,10,0.05,0.03,0.79982,0.037509,1.2679,1.0226,2.2905
500,10,0.05,0.04,0.81915,0.048831,1.1432,0.93802,2.0812
500,10,0.05,0.05,0.89293,0.055995,0.67296,0.56135,1.2343
500,10,0.05,0.075,0.90474,0.082897,0.59837,0.57395,1.1723
500,10,0.05,0.1,0.90844,0.11008,0.57502,0.55063,1.1256
500,10,0.05,0.25,0.92344,0.27073,0.48054,0.45508,0.93562
500,10,0.05,0.5,0.94136,0.53115,0.3678,0.33873,0.70652
500,10,0.075,0.01,0.72963,0.013706,2.5922,2.0086,4.6007
500,10,0.075,0.02,0.77251,0.02589,2.1682,1.713,3.8812
500,10,0.075,0.03,0.79982,0.037509,1.9019,1.5339,3.4358
500,10,0.075,0.04,0.81915,0.048831,1.7148,1.407,3.1218
500,10,0.075,0.05,0.89293,0.055995,1.0094,0.84203,1.8515
500,10,0.075,0.075,0.90474,0.082897,0.89756,0.86093,1.7585
500,10,0.075,0.1,0.90844,0.11008,0.86253,0.82594,1.6885
500,10,0.075,0.25,0.92343,0.27073,0.72081,0.68262,1.4034
500,10,0.075,0.5,0.94136,0.53115,0.5517,0.50809,1.0598
500,10,0.1,0.01,0.72963,0.013706,3.4562,2.6781,6.1343
500,10,0.1,0.02,0.77251,0.02589,2.8909,2.284,5.1749
500,10,0.1,0.03,0.79982,0.037509,2.5359,2.0452,4.581
500,10,0.1,0.04,0.81915,0.048831,2.2864,1.876,4.1624
500,10,0.1,0.05,0.89293,0.055995,1.3459,1.1227,2.4686
